First_Name,Last_Name,Season,Position,Team_End_Season,Shot,Shot2,height_in,weight_lbs,Signing Age,Length,AAV,Expiry_Age,Expiry Status,next_length,next_aav,pred_length,pred_AAV,GP,G,A,P,PIM,GF_pct,CF_pct,TOI_5x5,TOI_PP,TOI_PK,EVO_GAR,EVD_GAR,PPO_GAR,SHD_GAR,Take_GAR,Draw_GAR,Cap_Ceiling,AAV_pct_cap,Next_Cap_Ceiling,next_AAV_pct_cap,pred_AAV_pct_cap,Team,Draft_Position_Raw,Undrafted
Jake,Christiansen,2024,Defenseman,CBJ,1,Left,72,198,23,1,"$775,000",24,RFA+ARB,1,"$775,000",1,"$774,797",12,0,2,2,2,35,38,13.05,0.1,0,-0.3,-1,0,0,0.2,-0.2,"$83,500,000",0.9%,"$88,000,000",0.9%,0.9%,CBJ,250,1
Joel,Kiviranta,2024,Winger,COL,1,Left,71,185,27,1,"$775,000",28,UFA,1,"$775,000",1,"$758,803",56,3,6,9,12,51,47,8.62,0,1.1,0.4,1.1,0,-1.1,0.1,1,"$83,500,000",0.9%,"$88,000,000",0.9%,0.9%,COL,250,1
Shane,Pinto,2024,Center,OTT,0,Right,75,207,23,1,"$775,000",24,RFA,2,"$3,750,000",2,"$3,512,170",41,9,18,27,14,52,53,14.6,2.4,0.35,2.1,3.2,0.2,-0.4,0.4,-0.6,"$83,500,000",0.9%,"$88,000,000",4.3%,4.0%,OTT,32,0
Brett,Leason,2024,Winger,ANA,0,Right,77,220,23,2,"$775,000",25,UFA no QO,1,"$1,050,000",2,"$1,252,140",68,11,11,22,14,40,43,10.43,0.2,2.12,0.2,0.2,-0.1,-0.1,0.7,-1.2,"$83,500,000",0.9%,"$88,000,000",1.2%,1.4%,ANA,56,0
Cole,Smith,2024,Winger,NSH,1,Left,75,194,27,1,"$775,000",28,UFA,2,"$1,000,000",2,"$1,253,769",80,9,14,23,63,49,49,11.28,0.03,2.07,0.6,0.7,0,-0.7,0.1,0.2,"$83,500,000",0.9%,"$88,000,000",1.1%,1.4%,NSH,250,1
Ben,Meyers,2024,Center,COL,1,Left,71,194,24,1,"$775,000",25,UFA-Group6,1,"$775,000",1,"$695,462",23,1,2,3,6,33,48,9.5,0.02,0.52,-1.5,1.9,0,-0.2,0,-0.3,"$83,500,000",0.9%,"$88,000,000",0.9%,0.8%,ANA/COL,250,1
Jacob,Moverare,2024,Defenseman,LA,1,Left,75,209,23,2,"$762,500",25,UFA-Group6,2,"$775,000",2,"$758,998",24,1,0,1,6,45,48,9.75,0.02,0.57,-0.4,-0.1,0,0,0,-0.1,"$83,500,000",0.9%,"$88,000,000",0.9%,0.9%,L.A,112,0
Beck,Malenstyn,2024,Winger,WSH,1,Left,75,209,24,2,"$762,500",26,RFA+ARB,2,"$1,350,000",2,"$1,462,258",81,6,15,21,25,47,41,11.33,0.03,2.53,4.7,-1.1,0,-1.2,1,0.8,"$83,500,000",0.9%,"$88,000,000",1.5%,1.7%,WSH,145,0
Vincent,Desharnais,2024,Defenseman,EDM,0,Right,79,227,25,2,"$762,500",27,UFA,2,"$2,000,000",2,"$1,943,294",78,1,10,11,54,49,52,13.53,0.05,1.93,-6.8,3.5,0,2.9,-0.1,-0.4,"$83,500,000",0.9%,"$88,000,000",2.3%,2.2%,EDM,183,0
Jack,Studnicka,2024,Center,VAN,0,Right,73,187,23,2,"$762,500",25,UFA no QO,1,"$775,000",1,"$685,096",22,1,0,1,6,18,40,10.43,0.17,0.78,-2.3,-1.5,0,0.3,0,-0.3,"$83,500,000",0.9%,"$88,000,000",0.9%,0.8%,S.J/VAN,53,0
Nick,Desimone,2024,Defenseman,NJ,0,Right,74,194,27,2,"$762,500",29,UFA,1,"$775,000",1,"$694,749",34,2,5,7,4,55,50,12.93,0.02,0.45,1.8,-3,0,0.2,0.6,-0.3,"$83,500,000",0.9%,"$88,000,000",0.9%,0.8%,CGY/N.J,250,1
Parker,Kelly,2024,Center,OTT,1,Left,73,185,22,2,"$762,500",24,UFA no QO,2,"$825,000",2,"$991,875",80,8,10,18,30,37,49,9.32,0.1,2.12,-2,2.2,-0.1,1.9,0.5,1.4,"$83,500,000",0.9%,"$88,000,000",0.9%,1.1%,OTT,250,1
Bobby,McMann,2024,Center,TOR,1,Left,74,209,25,2,"$762,500",27,UFA,2,"$1,350,000",2,"$1,549,035",56,15,9,24,52,61,51,10.42,0.48,0.47,5.1,2.1,-0.3,0.2,-0.4,0,"$83,500,000",0.9%,"$88,000,000",1.5%,1.8%,TOR,250,1
Stefan,Noesen,2024,Winger,CAR,0,Right,73,205,29,2,"$762,500",31,UFA,3,"$2,750,000",2,"$2,329,324",81,14,23,37,33,64,61,10.2,1.5,0.02,6.5,2.9,2.1,0,0.6,-0.5,"$83,500,000",0.9%,"$88,000,000",3.1%,2.6%,CAR,21,0
Brendan,Gaunce,2024,Center,CBJ,1,Left,75,214,28,2,"$762,500",30,UFA,2,"$775,000",2,"$705,322",24,2,2,4,6,33,47,11.08,0.05,0.55,-1.8,0.5,0,-0.1,0.1,-0.6,"$83,500,000",0.9%,"$88,000,000",0.9%,0.8%,CBJ,26,0
Jonny,Brodzinski,2024,Center,NYR,0,Right,72,212,28,2,"$762,500",30,UFA,2,"$787,500",2,"$899,076",57,6,13,19,8,46,49,10.12,0.82,0,4.2,0.3,-0.3,0,0.7,-0.1,"$83,500,000",0.9%,"$88,000,000",0.9%,1.0%,NYR,148,0
Haydn,Fleury,2024,Defenseman,TB,1,Left,75,207,26,2,"$762,500",28,UFA,1,"$775,000",1,"$779,831",24,1,4,5,20,60,45,14.85,0.03,0.97,2,1.7,0,1,0.1,0.2,"$83,500,000",0.9%,"$88,000,000",0.9%,0.9%,T.B,7,0
Michael,Amadio,2024,Center,VGK,0,Right,73,205,25,2,"$762,500",27,UFA,3,"$2,600,000",2,"$2,222,723",73,14,13,27,16,53,48,12.27,0.9,0.08,4.5,2.4,1,0,0.6,0.6,"$83,500,000",0.9%,"$88,000,000",3.0%,2.5%,VGK,90,0
Darren,Raddysh,2024,Defenseman,TB,0,Right,73,203,26,2,"$762,500",28,UFA,2,"$975,000",2,"$1,269,660",82,6,27,33,21,47,52,17.02,0.7,0.82,3.5,3.9,0.7,2.1,1.9,0.8,"$83,500,000",0.9%,"$88,000,000",1.1%,1.4%,T.B,250,1
A.J.,Greer,2024,Winger,CGY,1,Left,75,207,25,2,"$762,500",27,UFA,2,"$850,000",2,"$910,299",59,6,6,12,35,38,48,8.4,0.1,0.25,-1.3,0.3,0.1,0.1,-0.3,0.2,"$83,500,000",0.9%,"$88,000,000",1.0%,1.0%,CGY,39,0
Jalen,Chatfield,2024,Defenseman,CAR,0,Right,73,209,25,2,"$762,500",27,UFA,3,"$3,000,000",2,"$2,527,219",72,8,14,22,24,58,61,14.47,0.05,0.62,5,3.8,0,1.2,0.6,0.4,"$83,500,000",0.9%,"$88,000,000",3.4%,2.9%,CAR,250,1
Taylor,Raddysh,2024,Winger,CHI,0,Right,75,198,23,3,"$758,333",26,UFA no QO,1,"$1,000,000",2,"$1,003,094",73,5,9,14,22,31,45,12.13,1.72,1.53,-4.8,-1.4,-2.2,1.7,0.6,-1.4,"$83,500,000",0.9%,"$88,000,000",1.1%,1.1%,CHI,58,0
Patrick,Kane,2023,Winger,NYR,1,Left,70,176,25,8,"$10,500,000",33,UFA,1,"$2,750,000",2,"$2,888,225",73,21,36,57,16,45,42,15.3,3.2,0.02,6.5,-10.2,2.4,0,1.5,-1.7,"$82,500,000",12.7%,"$83,500,000",3.3%,3.5%,CHI/NYR,1,0
Ryan,O'Reilly,2023,Center,TOR,1,Left,73,216,24,7,"$7,500,000",31,UFA,4,"$4,500,000",4,"$4,494,103",53,16,14,30,16,42,50,13.98,1.78,1.45,4.2,1.5,0.2,-1.2,0.8,-0.6,"$82,500,000",9.1%,"$83,500,000",5.4%,5.4%,STL/TOR,33,0
Vladimir,Tarasenko,2023,Winger,STL,1,Left,72,218,23,8,"$7,500,000",31,UFA,1,"$5,000,000",2,"$5,127,773",69,18,32,50,8,50,45,13.85,2.33,0.02,5,-5.9,0.1,0,2.1,0.4,"$82,500,000",9.1%,"$83,500,000",6.0%,6.1%,NYR/STL,16,0
Max,Pacioretty,2023,Winger,CAR,1,Left,74,216,29,4,"$7,000,000",33,UFA,1,"$4,000,000",1,"$3,942,411",5,3,0,3,2,100,64,9.33,3.75,0,0.1,0.2,-0.6,0,0.2,0,"$82,500,000",8.5%,"$83,500,000",4.8%,4.7%,CAR,22,0
James,Van Riemsdyk,2023,Winger,PHI,1,Left,75,209,29,5,"$7,000,000",34,UFA,1,"$1,000,000",1,"$1,054,566",61,12,17,29,28,52,51,12.68,2.02,0,4.5,4.3,-1.1,0,0.3,-1.5,"$82,500,000",8.5%,"$83,500,000",1.2%,1.3%,PHI,2,0
John,Klingberg,2023,Defenseman,MIN,0,Right,73,185,29,1,"$7,000,000",30,UFA,1,"$4,150,000",2,"$4,095,767",67,10,23,33,34,41,43,17.3,2.35,0.03,5,-13,-0.2,0,-0.1,0.6,"$82,500,000",8.5%,"$83,500,000",5.0%,4.9%,ANA/MIN,131,0
Mathew,Barzal,2023,Center,NYI,0,Right,73,190,23,3,"$7,000,000",26,RFA+ARB,8,"$9,150,000",8,"$9,063,787",58,14,37,51,22,63,55,14.45,3.35,0.02,5.1,1.4,1.2,0,0.4,-1,"$82,500,000",8.5%,"$83,500,000",11.0%,10.9%,NYI,16,0
David,Pastrnak,2023,Winger,BOS,0,Right,72,198,21,6,"$6,666,666",27,UFA,8,"$11,250,000",8,"$11,042,453",82,61,52,113,38,64,53,14.72,3.58,0.05,14.5,0.2,5.1,0.1,0.6,2.4,"$82,500,000",8.1%,"$83,500,000",13.5%,13.2%,BOS,25,0
Alex,Debrincat,2023,Winger,OTT,0,Right,68,181,21,3,"$6,400,000",24,RFA+ARB,4,"$7,875,000",5,"$8,098,464",82,27,39,66,45,42,50,14.17,3.72,0.03,1.3,-2.6,3.1,0,1.6,1.4,"$82,500,000",7.8%,"$83,500,000",9.4%,9.7%,OTT,39,0
Sean,Monahan,2023,Center,MTL,1,Left,74,205,21,7,"$6,375,000",28,UFA,1,"$2,000,000",1,"$2,479,190",25,6,11,17,16,44,53,11.72,3.03,1.63,0.8,0.3,1,0.5,0.4,-0.7,"$82,500,000",7.7%,"$83,500,000",2.4%,3.0%,MTL,6,0
Nathan,MacKinnon,2023,Center,COL,0,Right,72,201,20,7,"$6,300,000",27,UFA,8,"$12,600,000",8,"$12,557,617",71,42,69,111,30,61,56,17.23,3.85,0.08,19.7,-2.4,6.1,0.1,2,2.4,"$82,500,000",7.6%,"$83,500,000",15.1%,15.0%,COL,1,0
Dylan,Larkin,2023,Center,DET,1,Left,73,205,22,5,"$6,100,000",27,UFA,8,"$8,700,000",8,"$8,875,378",80,32,47,79,45,43,49,13.35,3.3,1.7,5.6,-0.7,4.8,-0.5,0.6,0.8,"$82,500,000",7.4%,"$83,500,000",10.4%,10.6%,DET,15,0
Jordan,Staal,2023,Center,CAR,1,Left,76,220,23,10,"$6,000,000",33,UFA,4,"$2,900,000",3,"$2,968,353",81,17,17,34,32,54,61,13.1,0.23,2.25,3,3.6,-0.9,-1.8,-0.6,-0.4,"$82,500,000",7.3%,"$83,500,000",3.5%,3.6%,CAR,2,0
Erik,Johnson,2023,Defenseman,COL,0,Right,76,225,27,7,"$6,000,000",34,UFA,1,"$3,250,000",1,"$3,176,467",63,0,8,8,12,52,48,14.87,0.02,1.95,0.4,0,0,-2.3,1.3,-1,"$82,500,000",7.3%,"$83,500,000",3.9%,3.8%,COL,1,0
Milan,Lucic,2023,Winger,CGY,1,Left,75,231,28,7,"$6,000,000",35,UFA,1,"$1,500,000",1,"$1,555,412",77,7,12,19,43,41,54,10.95,0.22,0,-0.6,-1,-0.2,0,-0.4,-1.3,"$82,500,000",7.3%,"$83,500,000",1.8%,1.9%,CGY,50,0
Kyle,Okposo,2023,Winger,BUF,0,Right,72,218,28,7,"$6,000,000",35,UFA,1,"$3,000,000",1,"$2,760,776",75,11,17,28,34,45,53,12.47,0.78,1.1,-3.7,2.6,-0.2,-0.5,0.2,0,"$82,500,000",7.3%,"$83,500,000",3.6%,3.3%,BUF,7,0
Timo,Meier,2023,Winger,SJ,1,Left,72,220,22,4,"$6,000,000",26,RFA+ARB,8,"$8,800,000",8,"$8,850,162",78,40,26,66,43,50,55,15.48,2.75,0.12,7.4,1.7,1.4,0.2,0.6,1.7,"$82,500,000",7.3%,"$83,500,000",10.5%,10.6%,N.J/S.J,9,0
Pierre-Luc,Dubois,2023,Center,WPG,1,Left,75,218,24,1,"$6,000,000",25,RFA+ARB,8,"$8,500,000",8,"$8,456,280",73,27,36,63,77,58,52,14.05,3.35,0.05,9.2,0.7,2.1,0,-0.9,2.8,"$82,500,000",7.3%,"$83,500,000",10.2%,10.1%,WPG,3,0
Jonathan,Huberdeau,2023,Winger,CGY,1,Left,73,201,23,6,"$5,900,000",29,UFA,8,"$10,500,000",8,"$9,784,014",79,15,40,55,36,56,56,13.33,2.73,0.13,5,1.8,0.2,-0.2,0.3,0.6,"$82,500,000",7.2%,"$83,500,000",12.6%,11.7%,CGY,3,0
Joe,Pavelski,2023,Center,DAL,0,Right,71,201,37,1,"$6,000,000",38,UFA,1,"$5,500,000",1,"$5,569,167",82,28,49,77,8,66,54,13.83,2.93,0.12,13.1,2.5,3.4,0.2,2.6,1.7,"$82,500,000",7.3%,"$83,500,000",6.6%,6.7%,DAL,205,0
Jason,Zucker,2023,Winger,PIT,1,Left,71,198,26,5,"$5,500,000",31,UFA,1,"$5,300,000",2,"$5,240,880",78,27,21,48,47,49,55,13.88,1.58,0,7.7,-1.4,0.8,0,0.8,1.5,"$82,500,000",6.7%,"$83,500,000",6.3%,6.3%,PIT,59,0
Gustav,Nyquist,2023,Center,MIN,1,Left,71,176,29,4,"$5,500,000",33,UFA,2,"$3,185,000",2,"$3,211,218",51,11,16,27,16,43,46,13.52,1.52,1.6,1.7,0.1,-2.9,-1,0.6,-1.1,"$82,500,000",6.7%,"$83,500,000",3.8%,3.8%,CBJ/MIN,121,0
Jonathan,Drouin,2023,Winger,MTL,1,Left,72,203,22,6,"$5,500,000",28,UFA,1,"$825,000",2,"$994,237",58,2,27,29,18,40,47,12.2,2.02,0.02,-2.7,-2.5,1,0,0.5,-0.5,"$82,500,000",6.7%,"$83,500,000",1.0%,1.2%,MTL,3,0
Bo,Horvat,2023,Center,VAN,1,Left,72,223,22,6,"$5,500,000",28,UFA,8,"$8,500,000",8,"$8,682,401",79,38,32,70,18,49,51,14.85,3.32,1.4,5.7,-1.4,2.7,-0.6,2.1,0,"$82,500,000",6.7%,"$83,500,000",10.2%,10.4%,NYI/VAN,9,0
Jesper,Bratt,2023,Winger,NJ,1,Left,70,174,24,1,"$5,450,000",25,RFA+ARB,8,"$7,875,000",8,"$7,805,755",82,32,41,73,6,56,57,13.87,2.68,0.03,9.5,-1.7,1.7,0,2.9,-1.6,"$82,500,000",6.6%,"$83,500,000",9.4%,9.3%,N.J,162,0
J.T.,Miller,2023,Center,VAN,1,Left,73,218,25,5,"$5,250,000",30,UFA,7,"$8,000,000",7,"$8,025,232",81,32,50,82,60,43,51,14.08,3.77,1.58,-2.3,-0.5,4.6,-3.1,0.6,0.1,"$82,500,000",6.4%,"$83,500,000",9.6%,9.6%,VAN,15,0
Dmitry,Orlov,2023,Defenseman,WSH,1,Left,71,214,25,6,"$5,100,000",31,UFA,2,"$7,750,000",3,"$7,585,060",66,7,29,36,22,53,53,18.18,1.42,1.88,-2,0.4,-0.4,-0.6,1.6,-0.7,"$82,500,000",6.2%,"$83,500,000",9.3%,9.1%,BOS/WSH,55,0
Evgeny,Dadonov,2023,Winger,MTL,1,Left,72,190,31,3,"$5,000,000",34,UFA,2,"$2,250,000",1,"$2,143,627",73,7,26,33,18,46,50,12.55,1.65,0.25,3,-1.3,1.4,-1.3,0.8,-0.7,"$82,500,000",6.1%,"$83,500,000",2.7%,2.6%,DAL/MTL,71,0
Mikhail,Sergachev,2023,Defenseman,TB,1,Left,75,212,22,3,"$4,800,000",25,RFA+ARB,8,"$8,500,000",8,"$8,580,069",79,10,54,64,53,54,52,18.32,2.47,2.15,6.7,0.8,3.8,0.9,0.6,-0.5,"$82,500,000",5.8%,"$83,500,000",10.2%,10.3%,T.B,9,0
Anthony,Cirelli,2023,Center,TB,1,Left,73,192,23,3,"$4,800,000",26,RFA+ARB,8,"$6,250,000",7,"$5,933,350",58,11,18,29,33,61,51,12.95,0.43,2.15,4.3,0.4,0.5,-0.1,1.8,0.3,"$82,500,000",5.8%,"$83,500,000",7.5%,7.1%,T.B,72,0
Tyler,Bertuzzi,2023,Winger,DET,1,Left,74,201,26,2,"$4,750,000",28,UFA,1,"$5,500,000",2,"$5,381,514",50,8,22,30,29,49,53,13.3,2.7,0.02,4.6,-1.4,5.2,0,1,-0.2,"$82,500,000",5.8%,"$83,500,000",6.6%,6.4%,BOS/DET,58,0
Travis,Sanheim,2023,Defenseman,PHI,1,Left,75,181,25,2,"$4,675,000",27,UFA,8,"$6,250,000",7,"$6,112,497",81,7,16,23,40,47,47,17.48,0.52,1.75,-3.8,-3,-1.1,1.9,0.8,0.3,"$82,500,000",5.7%,"$83,500,000",7.5%,7.3%,PHI,17,0
Tomas,Tatar,2023,Winger,NJ,1,Left,70,172,30,2,"$4,500,000",32,UFA,1,"$1,500,000",1,"$1,655,610",82,20,28,48,30,68,56,13.12,1.57,0,8,5,2.7,0,-0.2,-1.5,"$82,500,000",5.5%,"$83,500,000",1.8%,2.0%,N.J,60,0
Shayne,Gostisbehere,2023,Defenseman,CAR,1,Left,71,183,24,6,"$4,500,000",30,UFA,1,"$4,125,000",1,"$4,380,793",75,13,28,41,32,48,51,16.67,2.63,0.6,0.6,1.1,0.7,0.2,1.5,2.5,"$82,500,000",5.5%,"$83,500,000",4.9%,5.2%,ARI/CAR,78,0
Alex,Killorn,2023,Winger,TB,1,Left,73,205,26,7,"$4,450,000",33,UFA,4,"$6,250,000",4,"$5,924,499",82,27,37,64,45,57,50,12.7,1.95,1.83,12.4,-2.4,3.5,-0.4,-0.2,-0.7,"$82,500,000",5.4%,"$83,500,000",7.5%,7.1%,T.B,77,0
Damon,Severson,2023,Defenseman,NJ,0,Right,74,205,23,6,"$4,166,666",29,UFA,8,"$6,250,000",7,"$5,810,781",81,7,26,33,38,54,56,17.18,1.28,0.95,-0.1,0.8,0,1,1.1,-0.8,"$82,500,000",5.1%,"$83,500,000",7.5%,7.0%,N.J,60,0
Brian,Dumoulin,2023,Defenseman,PIT,1,Left,76,214,25,6,"$4,100,000",31,UFA,2,"$3,150,000",3,"$3,259,266",82,1,24,25,16,42,52,17.15,0.07,2.9,-1.1,1.1,0,-0.3,1.9,0.6,"$82,500,000",5.0%,"$83,500,000",3.8%,3.9%,PIT,51,0
Vince,Dunn,2023,Defenseman,SEA,1,Left,72,203,24,2,"$4,000,000",26,RFA+ARB,4,"$7,350,000",5,"$7,420,882",81,14,50,64,55,61,55,19.45,2.68,0.58,19.8,1.4,-0.6,-0.1,0.5,1.2,"$82,500,000",4.8%,"$83,500,000",8.8%,8.9%,SEA,56,0
Kevin,Shattenkirk,2023,Defenseman,ANA,0,Right,72,207,31,3,"$3,900,000",34,UFA,1,"$1,050,000",2,"$1,151,343",75,4,23,27,56,43,44,15.77,1.8,1.13,4.9,3.2,0.4,-0.3,-0.7,-1.2,"$82,500,000",4.7%,"$83,500,000",1.3%,1.4%,ANA,14,0
Nick,Foligno,2023,Winger,BOS,1,Left,72,209,33,2,"$3,800,000",35,UFA,1,"$4,000,000",1,"$3,653,789",60,10,16,26,45,70,47,10.68,1.33,0.13,6,3.2,0.9,0.1,-0.2,0.3,"$82,500,000",4.6%,"$83,500,000",4.8%,4.4%,BOS,28,0
Connor,Brown,2023,Winger,WSH,0,Right,72,183,26,3,"$3,600,000",29,UFA,1,"$4,000,000",2,"$3,807,577",4,0,0,0,0,25,51,12.22,1.15,2.07,-0.7,-0.1,0,-0.4,0.2,0,"$82,500,000",4.4%,"$83,500,000",4.8%,4.6%,WSH,156,0
Lars,Eller,2023,Center,WSH,1,Left,73,207,28,5,"$3,500,000",33,UFA,2,"$2,450,000",2,"$2,577,247",84,10,13,23,46,49,52,12.62,0.17,1.58,-0.1,4.4,0,1,-2.2,0.3,"$82,500,000",4.2%,"$83,500,000",2.9%,3.1%,COL/WSH,13,0
Alex,Kerfoot,2023,Center,TOR,1,Left,71,185,24,4,"$3,500,000",28,UFA,2,"$3,500,000",3,"$3,267,422",82,10,22,32,30,53,52,11.9,0.67,1.55,2.4,4.6,0.1,0,0.1,0.8,"$82,500,000",4.2%,"$83,500,000",4.2%,3.9%,TOR,150,0
J.T.,Compher,2023,Center,COL,0,Right,72,190,24,4,"$3,500,000",28,UFA,5,"$5,100,000",6,"$5,170,116",82,17,35,52,33,56,51,14.92,2.63,2.05,2.8,4.6,5.5,-3.4,1.8,-1.3,"$82,500,000",4.2%,"$83,500,000",6.1%,6.2%,COL,35,0
Dylan,Strome,2023,Center,WSH,1,Left,75,201,25,1,"$3,500,000",26,RFA+ARB,5,"$5,000,000",5,"$5,008,438",81,23,42,65,24,53,50,13.02,2.85,0.02,10.5,0.9,4.4,0,0.9,-2,"$82,500,000",4.2%,"$83,500,000",6.0%,6.0%,WSH,3,0
Pavel,Zacha,2023,Center,BOS,1,Left,76,212,25,1,"$3,500,000",26,UFA,4,"$4,750,000",4,"$4,625,781",82,21,36,57,16,62,50,12.7,1.65,1.25,12.9,-1.2,-0.4,2.2,1.8,-1.1,"$82,500,000",4.2%,"$83,500,000",5.7%,5.5%,BOS,6,0
MacKenzie,Weegar,2023,Defenseman,CGY,0,Right,72,205,26,3,"$3,250,000",29,UFA,8,"$6,250,000",8,"$6,247,528",81,4,27,31,43,56,61,17.87,0.95,1.67,-1.6,8.7,-1.7,3.4,1.3,-0.7,"$82,500,000",3.9%,"$83,500,000",7.5%,7.5%,CGY,206,0
Pius,Suter,2023,Center,DET,1,Left,71,174,25,2,"$3,250,000",27,UFA,2,"$1,600,000",3,"$1,765,220",79,14,10,24,6,45,46,11.88,0.08,1.7,-0.3,3,-0.1,2.3,2,-0.8,"$82,500,000",3.9%,"$83,500,000",1.9%,2.1%,DET,250,1
Miles,Wood,2023,Winger,NJ,1,Left,74,209,26,1,"$3,200,000",27,UFA,6,"$2,500,000",5,"$2,526,097",76,13,14,27,76,54,51,10.8,1.08,0.02,0.7,-4.2,-0.6,0,-1.6,0.9,"$82,500,000",3.9%,"$83,500,000",3.0%,3.0%,N.J,100,0
Ryan,Graves,2023,Defenseman,NJ,1,Left,77,220,25,3,"$3,166,667",28,UFA,6,"$4,500,000",6,"$4,507,060",78,8,18,26,28,57,52,17.08,0.05,2.3,8.3,-0.1,0,2.1,1.2,-1,"$82,500,000",3.8%,"$83,500,000",5.4%,5.4%,N.J,110,0
Roope,Hintz,2023,Center,DAL,1,Left,75,216,23,3,"$3,150,000",26,RFA+ARB,8,"$8,450,000",7,"$8,378,962",73,37,38,75,30,64,55,13.07,2.87,0.85,9.6,0.2,6.4,2,0.4,0.3,"$82,500,000",3.8%,"$83,500,000",10.1%,10.0%,DAL,49,0
Craig,Smith,2023,Center,WSH,0,Right,73,203,31,3,"$3,100,000",34,UFA,1,"$1,000,000",1,"$1,055,457",64,9,7,16,18,56,50,10.55,0.32,0,1.5,-2.1,-0.2,0,-0.1,-0.3,"$82,500,000",3.8%,"$83,500,000",1.2%,1.3%,BOS/WSH,98,0
Ian,Cole,2023,Defenseman,TB,1,Left,73,238,33,1,"$3,000,000",34,UFA,1,"$3,000,000",1,"$2,955,750",78,3,14,17,61,51,52,15.98,0.05,2.72,0.7,8.9,0.1,0.5,-1.7,-0.4,"$82,500,000",3.6%,"$83,500,000",3.6%,3.5%,T.B,18,0
Travis,Hamonic,2023,Defenseman,OTT,0,Right,73,205,30,2,"$3,000,000",32,UFA,2,"$1,100,000",2,"$1,420,319",75,6,15,21,71,44,51,14.87,0.08,3.13,2.7,-1.7,0.2,-0.1,-0.8,-0.5,"$82,500,000",3.6%,"$83,500,000",1.3%,1.7%,OTT,53,0
Max,Domi,2023,Center,DAL,1,Left,70,207,27,1,"$3,000,000",28,UFA,1,"$3,000,000",2,"$3,260,024",80,20,36,56,82,46,45,14.28,2.78,0.03,4.9,-8.6,1.5,0,0.6,-0.7,"$82,500,000",3.6%,"$83,500,000",3.6%,3.9%,CHI/DAL,12,0
Erik,Cernak,2023,Defenseman,TB,0,Right,76,229,23,3,"$2,950,000",26,RFA+ARB,8,"$5,200,000",7,"$4,998,563",70,2,14,16,53,50,52,15.65,0.08,2.83,-1,-0.7,0,-3,0.3,0.6,"$82,500,000",3.6%,"$83,500,000",6.2%,6.0%,T.B,43,0
Denis,Gurianov,2023,Winger,MTL,1,Left,74,183,25,1,"$2,900,000",26,UFA no QO,1,"$850,000",1,"$1,040,475",66,7,10,17,10,41,46,11.75,1.15,0,-3.3,-3.1,-0.5,0,1.1,-0.5,"$82,500,000",3.5%,"$83,500,000",1.0%,1.2%,DAL/MTL,12,0
Vladislav,Gavrikov,2023,Defenseman,LA,1,Left,75,220,24,3,"$2,800,000",27,UFA,2,"$5,875,000",2,"$5,784,662",72,6,13,19,38,45,48,17.77,0.37,2.95,-1.1,2.4,-1,1,0.2,-0.1,"$82,500,000",3.4%,"$83,500,000",7.0%,6.9%,CBJ/L.A,159,0
Jordan,Kyrou,2023,Center,STL,0,Right,73,196,23,2,"$2,800,000",25,RFA+ARB,8,"$8,125,000",8,"$8,007,323",79,37,36,73,22,43,46,14.42,2.8,0.02,7.5,-3.6,3.4,0,1,-1,"$82,500,000",3.4%,"$83,500,000",9.7%,9.6%,STL,35,0
Robert,Thomas,2023,Center,STL,0,Right,72,187,22,2,"$2,800,000",24,RFA+ARB,8,"$8,125,000",7,"$7,762,657",73,18,47,65,22,52,46,14.33,2.9,1.15,10.5,-2.3,2.6,-0.1,1.2,-0.6,"$82,500,000",3.4%,"$83,500,000",9.7%,9.3%,STL,20,0
Oskar,Sundqvist,2023,Center,MIN,0,Right,75,220,25,4,"$2,750,000",29,UFA,1,"$775,000",1,"$1,268,079",67,10,18,28,28,49,45,10.87,1.88,0.72,2.4,-0.7,2.4,0.3,0.1,1.1,"$82,500,000",3.3%,"$83,500,000",0.9%,1.5%,DET/MIN,81,0
Carson,Soucy,2023,Defenseman,SEA,1,Left,77,212,26,3,"$2,750,000",29,UFA,3,"$3,250,000",3,"$3,229,370",78,3,13,16,68,58,52,14.25,0.15,1.65,-0.3,1,-0.1,1.9,-1.4,-0.2,"$82,500,000",3.3%,"$83,500,000",3.9%,3.9%,SEA,137,0
Philippe,Myers,2023,Defenseman,TB,0,Right,77,220,23,3,"$2,550,000",26,RFA+ARB,1,"$1,400,000",2,"$1,884,263",11,1,2,3,4,50,63,10.93,0,0.52,1.7,1.3,0,-0.1,-0.1,0,"$82,500,000",3.1%,"$83,500,000",1.7%,2.3%,T.B,250,1
Artem,Zub,2023,Defenseman,OTT,0,Right,74,203,25,2,"$2,500,000",27,UFA,4,"$4,600,000",4,"$4,428,090",53,3,7,10,39,50,50,17.83,0.1,1.42,-2.8,6.2,0,-1.9,-0.5,0,"$82,500,000",3.0%,"$83,500,000",5.5%,5.3%,OTT,250,1
Nick,Jensen,2023,Defenseman,WSH,0,Right,73,205,28,4,"$2,500,000",32,UFA,3,"$4,050,000",3,"$4,017,970",77,5,24,29,18,47,48,17.6,0.03,2.35,-0.8,3.9,0,1.1,1.9,1.9,"$82,500,000",3.0%,"$83,500,000",4.9%,4.8%,WSH,150,0
